epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
32,1319.1,1.473,1.65999,2.87929,0.01348,0.91826,0.33934,0.41941,0.29932,0.13559,0.3702,0.45788,0.3566,0.18533,1.58141,1.58642,3.64546,0.0192,0,0.00156468,0.00156468,0.00156468
33,1353.14,1.60724,1.72445,2.87157,0.01261,1.15228,0.38732,0.37233,0.324,0.13986,0.42454,0.40638,0.36927,0.17718,1.62687,1.65385,3.53942,0.02107,0,0.00156138,0.00156138,0.00156138
34,1387.25,1.53229,1.58445,2.84661,0.0123,1.16938,0.40964,0.48201,0.35518,0.14917,0.43577,0.51406,0.39126,0.18513,1.54263,1.83888,3.35256,0.01892,0,0.00155808,0.00155808,0.00155808
35,1421.15,1.51424,1.60437,2.67463,0.01359,0.89729,0.37448,0.55588,0.37423,0.16879,0.40385,0.56556,0.41447,0.20602,1.54792,1.67401,3.28035,0.01891,0,0.00155478,0.00155478,0.00155478
36,1454.95,1.5346,1.78514,2.64602,0.01185,1.03443,0.38964,0.47533,0.40045,0.16541,0.37418,0.47754,0.41243,0.16679,1.74851,1.95088,3.24247,0.02187,0,0.00155148,0.00155148,0.00155148
37,1488.96,1.63541,1.60331,2.51334,0.01241,0.95722,0.40365,0.46892,0.41596,0.16633,0.40523,0.47334,0.42712,0.16751,1.78373,1.90617,3.20317,0.022,0,0.00154818,0.00154818,0.00154818
38,1522.96,1.55983,1.72579,2.58469,0.01289,1.01085,0.41582,0.46677,0.3891,0.18742,0.42323,0.46671,0.36839,0.17856,1.58182,1.86632,3.11016,0.01923,0,0.00154488,0.00154488,0.00154488
39,1556.73,1.50733,1.70105,2.37883,0.01119,0.8966,0.4072,0.4645,0.38031,0.17558,0.39011,0.47931,0.37133,0.16962,1.5571,1.82671,3.16866,0.01818,0,0.00154157,0.00154157,0.00154157
40,1590.52,1.55531,1.6689,2.5354,0.01189,0.96534,0.45007,0.50409,0.43615,0.1946,0.45548,0.52973,0.43871,0.19581,1.65804,1.51,2.97217,0.01973,0,0.00153827,0.00153827,0.00153827
41,1624.18,1.5823,1.60658,2.4586,0.01266,1.06899,0.47324,0.52275,0.4426,0.20041,0.49759,0.53022,0.45688,0.20326,1.63017,1.5211,2.93706,0.02026,0,0.00153497,0.00153497,0.00153497
42,1657.97,1.53017,1.48297,2.4084,0.01336,1.01694,0.4554,0.41699,0.39397,0.18591,0.43976,0.41671,0.37742,0.16987,1.57023,1.58825,2.73322,0.01941,0,0.00153167,0.00153167,0.00153167
43,1691.84,1.47833,1.64651,2.28499,0.01119,0.86345,0.40134,0.45324,0.40341,0.18251,0.36657,0.45766,0.38261,0.17616,1.61883,1.63848,2.69041,0.01979,0,0.00152837,0.00152837,0.00152837
44,1725.39,1.48771,1.66838,2.26191,0.01277,0.85019,0.42252,0.54363,0.45464,0.20532,0.43457,0.54584,0.4609,0.19549,1.66732,1.65316,2.59461,0.02192,0,0.00152507,0.00152507,0.00152507
45,1759.16,1.62371,1.61433,2.52093,0.01634,1.1304,0.41648,0.57164,0.45275,0.21599,0.43352,0.54984,0.48264,0.22139,1.68325,1.52449,2.5741,0.02139,0,0.00152177,0.00152177,0.00152177
46,1793.12,1.60436,1.54814,2.28855,0.01227,0.92896,0.44746,0.56504,0.4889,0.24363,0.44752,0.59434,0.49023,0.24254,1.60893,1.46353,2.42102,0.02028,0,0.00151847,0.00151847,0.00151847
47,1826.95,1.52265,1.79869,2.18287,0.01346,0.87921,0.44366,0.57779,0.47851,0.23581,0.45411,0.54433,0.46838,0.23143,1.62501,1.46609,2.46246,0.01963,0,0.00151517,0.00151517,0.00151517
48,1860.53,1.66254,1.85514,2.25421,0.01421,0.96946,0.43326,0.53461,0.44115,0.20958,0.41695,0.55031,0.43179,0.19146,1.65697,1.56451,2.56964,0.02115,0,0.00151187,0.00151187,0.00151187
49,1894.18,1.54787,1.74903,2.17863,0.01181,0.80344,0.41041,0.5125,0.42392,0.21088,0.43566,0.51514,0.4544,0.19544,1.58354,1.46464,2.56186,0.02063,0,0.00150857,0.00150857,0.00150857
50,1927.88,1.44617,1.36757,2.13624,0.01173,1.02926,0.43053,0.47447,0.47744,0.2266,0.44419,0.48729,0.49705,0.2099,1.60147,1.53022,2.41597,0.02031,0,0.00150527,0.00150527,0.00150527
51,1961.72,1.46533,1.75057,2.04824,0.01161,0.83944,0.40546,0.60104,0.46669,0.20143,0.41852,0.61986,0.46524,0.19386,1.63722,1.59616,2.44525,0.0208,0,0.00150197,0.00150197,0.00150197
52,1995.7,1.45639,1.52577,2.02618,0.01111,0.95117,0.52878,0.58146,0.5691,0.26633,0.5548,0.5679,0.58555,0.2943,1.57397,1.45436,2.28252,0.01977,0,0.00149867,0.00149867,0.00149867
53,2028.71,1.51043,1.43249,1.91195,0.0131,0.81777,0.57382,0.53351,0.61469,0.29749,0.59015,0.54475,0.61935,0.32296,1.55411,1.43889,2.19701,0.0194,0,0.00149537,0.00149537,0.00149537
54,2061.93,1.60306,1.35394,2.00553,0.01461,0.84951,0.46685,0.47091,0.49604,0.23478,0.5046,0.49039,0.52942,0.25148,1.6754,1.52228,2.3613,0.01984,0,0.00149207,0.00149207,0.00149207
55,2094.83,1.5848,1.76078,2.0666,0.01148,0.9804,0.46177,0.53166,0.52065,0.26609,0.48569,0.55824,0.54377,0.28634,1.63767,1.43243,2.24762,0.01967,0,0.00148876,0.00148876,0.00148876
56,2127.79,1.54751,1.49329,2.06117,0.01232,0.87934,0.44003,0.61528,0.56549,0.28044,0.45661,0.60533,0.57766,0.31803,1.68392,1.30984,2.14652,0.0209,0,0.00148546,0.00148546,0.00148546
57,2160.87,1.58513,2.04106,1.96109,0.01361,0.92902,0.51316,0.61064,0.60483,0.2783,0.5354,0.61755,0.61357,0.317,1.67073,1.32521,2.10164,0.02116,0,0.00148216,0.00148216,0.00148216
58,2193.89,1.57367,1.56474,1.98009,0.01289,0.9986,0.56863,0.57223,0.61596,0.27977,0.56232,0.5674,0.58904,0.2964,1.54448,1.44325,2.19363,0.01945,0,0.00147886,0.00147886,0.00147886
59,2226.64,1.51773,1.63765,2.06524,0.01498,0.70832,0.45599,0.63095,0.54823,0.25062,0.49119,0.6219,0.56012,0.27559,1.6361,1.44847,2.19189,0.02002,0,0.00147556,0.00147556,0.00147556
60,2259.55,1.55165,1.40792,1.96092,0.01118,0.89824,0.50375,0.55492,0.55657,0.27461,0.51039,0.62626,0.58242,0.28104,1.62366,1.38343,2.0309,0.02025,0,0.00147226,0.00147226,0.00147226
61,2292.29,1.48121,1.50744,1.88606,0.0126,0.92765,0.56666,0.56584,0.59777,0.29925,0.53989,0.60487,0.60559,0.29813,1.58028,1.35268,1.99224,0.02016,0,0.00146896,0.00146896,0.00146896
62,2324.9,1.51746,1.7416,1.93752,0.01166,0.92407,0.47017,0.59007,0.54151,0.27189,0.46674,0.58211,0.54449,0.27601,1.5687,1.38042,2.00263,0.02102,0,0.00146566,0.00146566,0.00146566
63,2357.4,1.52161,1.46657,1.8658,0.01221,0.77155,0.46371,0.59007,0.53424,0.28389,0.48145,0.6073,0.5651,0.2955,1.52239,1.33973,1.9569,0.02084,0,0.00146236,0.00146236,0.00146236
64,2389.96,1.40279,1.49248,1.74499,0.01079,0.75633,0.55505,0.64708,0.61233,0.33394,0.57659,0.64889,0.63354,0.33028,1.4823,1.35987,1.80331,0.01909,0,0.00145906,0.00145906,0.00145906
65,2422.43,1.59082,1.61272,1.89496,0.01196,0.89351,0.574,0.65785,0.62224,0.34836,0.58148,0.67239,0.63525,0.34174,1.40081,1.30468,1.80856,0.01802,0,0.00145576,0.00145576,0.00145576
66,2454.81,1.49342,1.61939,1.80486,0.01118,0.71961,0.57256,0.63629,0.63156,0.34221,0.55922,0.64262,0.62922,0.31655,1.49744,1.35161,1.86988,0.01918,0,0.00145246,0.00145246,0.00145246
67,2487.5,1.42896,1.56377,1.70137,0.01129,0.85178,0.62486,0.5942,0.64906,0.35769,0.60895,0.59969,0.64684,0.32274,1.44441,1.41935,1.84612,0.01885,0,0.00144916,0.00144916,0.00144916
68,2519.9,1.44132,1.50197,1.77891,0.0116,0.9045,0.57615,0.66435,0.6567,0.3589,0.57944,0.67297,0.67806,0.37035,1.42664,1.32572,1.93188,0.01764,0,0.00144586,0.00144586,0.00144586
69,2552.37,1.55604,1.38726,1.80713,0.01278,0.63349,0.59039,0.69725,0.65219,0.34792,0.57988,0.70871,0.6505,0.35805,1.38574,1.32511,1.90671,0.01699,0,0.00144256,0.00144256,0.00144256
70,2584.89,1.4753,1.69005,1.83251,0.01322,0.78626,0.55571,0.63292,0.64386,0.32887,0.62128,0.62961,0.65997,0.33544,1.5584,1.39913,1.86625,0.02014,0,0.00143925,0.00143925,0.00143925
71,2617.54,1.44589,1.67918,1.80045,0.01228,0.84531,0.5812,0.63477,0.62571,0.30416,0.62053,0.60068,0.63711,0.30001,1.63823,1.4464,1.88764,0.0211,0,0.00143595,0.00143595,0.00143595
72,2650.64,1.51827,1.44737,1.73053,0.01158,1.1298,0.56636,0.53697,0.60192,0.31064,0.61729,0.56657,0.63712,0.32573,1.59457,1.46359,1.87928,0.02081,0,0.00143265,0.00143265,0.00143265
73,2682.87,1.51914,1.61248,1.76729,0.01305,1.03445,0.6384,0.48772,0.59186,0.2982,0.60718,0.53636,0.59548,0.30763,1.62458,1.45037,1.87068,0.02123,0,0.00142935,0.00142935,0.00142935
74,2715.44,1.54908,1.56496,1.86577,0.01364,0.94987,0.5119,0.61727,0.59751,0.3044,0.53216,0.6024,0.58446,0.29027,1.58221,1.48359,1.85335,0.0197,0,0.00142605,0.00142605,0.00142605
75,2748.05,1.556,1.55587,1.76565,0.01164,0.88118,0.51159,0.56663,0.57375,0.29141,0.51159,0.56663,0.55754,0.25943,1.54156,1.49101,1.89068,0.01934,0,0.00142275,0.00142275,0.00142275
76,2780.72,1.52188,1.53396,1.78901,0.01186,0.93589,0.59135,0.5843,0.60567,0.32563,0.59482,0.58209,0.61126,0.28747,1.45811,1.47463,1.7781,0.01739,0,0.00141945,0.00141945,0.00141945
77,2813.31,1.35112,1.52422,1.67741,0.01321,0.75412,0.59681,0.66257,0.64353,0.36015,0.58828,0.66062,0.64302,0.32166,1.42877,1.41621,1.68972,0.01829,0,0.00141615,0.00141615,0.00141615
78,2846.3,1.55094,1.55158,1.74255,0.01214,0.76633,0.56476,0.65772,0.64919,0.37309,0.56705,0.66413,0.64883,0.33128,1.46186,1.37171,1.72485,0.01824,0,0.00141285,0.00141285,0.00141285
79,2878.57,1.49361,1.43946,1.63275,0.01149,0.7182,0.52731,0.61485,0.58136,0.34951,0.51226,0.67011,0.57944,0.29654,1.44047,1.39261,1.76975,0.01785,0,0.00140955,0.00140955,0.00140955
80,2911.54,1.3892,1.82998,1.72124,0.01103,0.81234,0.45536,0.66188,0.543,0.31087,0.44094,0.64225,0.51923,0.2636,1.57083,1.37066,1.73779,0.01769,0,0.00140625,0.00140625,0.00140625
81,2944.01,1.49614,1.64319,1.6815,0.0116,0.8199,0.48488,0.67471,0.57146,0.31799,0.45833,0.64647,0.54495,0.2777,1.57816,1.34557,1.69811,0.01758,0,0.00140295,0.00140295,0.00140295
82,2976.78,1.49964,1.46398,1.58645,0.01285,0.66897,0.53205,0.62567,0.62119,0.35148,0.55939,0.63187,0.62113,0.32057,1.4531,1.34587,1.64641,0.01829,0,0.00139965,0.00139965,0.00139965
83,3009.44,1.51413,1.41642,1.62917,0.0128,0.81283,0.62322,0.55742,0.64334,0.36212,0.63614,0.57904,0.65174,0.33445,1.47256,1.39818,1.69121,0.01818,0,0.00139635,0.00139635,0.00139635
84,3041.79,1.49804,1.39213,1.6427,0.01268,0.71214,0.5772,0.65794,0.65274,0.3521,0.62459,0.67917,0.68586,0.3574,1.51307,1.39835,1.65429,0.0169,0,0.00139305,0.00139305,0.00139305
85,3073.79,1.57872,1.43595,1.66863,0.01323,0.77524,0.60326,0.67518,0.67487,0.36642,0.63269,0.68327,0.70812,0.377,1.40097,1.33946,1.66932,0.01582,0,0.00138974,0.00138974,0.00138974
86,3106.32,1.3965,1.59327,1.56447,0.01,0.75238,0.57997,0.67652,0.6367,0.34757,0.59078,0.64214,0.63533,0.32842,1.51799,1.37006,1.58146,0.01924,0,0.00138644,0.00138644,0.00138644
87,3138.83,1.44109,1.42343,1.61026,0.01105,0.56286,0.57964,0.66726,0.63814,0.33382,0.57275,0.66085,0.60351,0.30144,1.51615,1.34783,1.61471,0.01967,0,0.00138314,0.00138314,0.00138314
88,3171.39,1.42652,1.34316,1.67186,0.01109,0.79968,0.71745,0.60683,0.71189,0.36342,0.70484,0.59696,0.68739,0.35522,1.58676,1.30389,1.52695,0.02029,0,0.00137984,0.00137984,0.00137984
89,3203.96,1.46879,1.30741,1.53944,0.01218,0.66389,0.67305,0.65266,0.71497,0.39043,0.66261,0.64612,0.70172,0.37583,1.53233,1.27739,1.49506,0.01987,0,0.00137654,0.00137654,0.00137654
90,3236.71,1.45216,1.42819,1.53416,0.01163,0.77044,0.63013,0.68073,0.69295,0.40095,0.6063,0.68293,0.67383,0.37624,1.50361,1.3076,1.51015,0.01904,0,0.00137324,0.00137324,0.00137324
91,3269.57,1.456,1.63827,1.50607,0.01202,0.8105,0.55846,0.65482,0.66518,0.38591,0.56873,0.68094,0.66723,0.37186,1.50073,1.30847,1.54541,0.01884,0,0.00136994,0.00136994,0.00136994
92,3301.88,1.47221,1.58504,1.54323,0.01208,0.64604,0.61237,0.65997,0.70156,0.39876,0.63333,0.67652,0.71338,0.40547,1.50466,1.22946,1.44599,0.0197,0,0.00136664,0.00136664,0.00136664
93,3333.86,1.55179,1.36647,1.60344,0.01373,0.7942,0.7024,0.67022,0.74193,0.40513,0.6503,0.71633,0.72905,0.43872,1.53865,1.23641,1.40885,0.01978,0,0.00136334,0.00136334,0.00136334
94,3366.05,1.59466,1.48181,1.6203,0.0129,0.99183,0.65323,0.67324,0.74965,0.43362,0.65812,0.67545,0.74479,0.45672,1.48089,1.21939,1.42737,0.01932,0,0.00136004,0.00136004,0.00136004
95,3398,1.51719,1.56025,1.58162,0.01325,0.7961,0.73386,0.66284,0.77542,0.47568,0.73279,0.65864,0.77429,0.44521,1.4249,1.23429,1.39758,0.01845,0,0.00135674,0.00135674,0.00135674
96,3430.47,1.3868,1.45468,1.53829,0.01235,0.74307,0.67415,0.6741,0.73081,0.42438,0.67802,0.69134,0.73552,0.40031,1.50284,1.32332,1.38196,0.01949,0,0.00135344,0.00135344,0.00135344
97,3462.69,1.50898,1.47844,1.57517,0.01366,0.73209,0.68331,0.68536,0.72689,0.41113,0.6855,0.68978,0.72866,0.39311,1.55731,1.31322,1.38919,0.02103,0,0.00135014,0.00135014,0.00135014
98,3495.65,1.35238,1.32244,1.4543,0.01349,0.6024,0.6492,0.75943,0.75908,0.46203,0.63582,0.74682,0.74265,0.41587,1.40498,1.2468,1.32732,0.01826,0,0.00134684,0.00134684,0.00134684
99,3528.01,1.42957,1.33788,1.50525,0.0112,0.71324,0.66881,0.72317,0.74137,0.44357,0.65166,0.71057,0.72794,0.40117,1.461,1.23765,1.2911,0.01909,0,0.00134354,0.00134354,0.00134354
100,3560.7,1.4089,1.63792,1.49179,0.0106,0.84298,0.63247,0.71456,0.72881,0.4317,0.63609,0.70235,0.71765,0.41545,1.45089,1.26354,1.34482,0.01892,0,0.00134023,0.00134023,0.00134023
101,3592.8,1.46338,1.35087,1.42749,0.01111,0.82815,0.64519,0.73756,0.73456,0.44129,0.6419,0.73335,0.72305,0.41453,1.43297,1.27709,1.32738,0.01751,0,0.00133693,0.00133693,0.00133693
102,3625.12,1.45588,1.68359,1.48861,0.01156,0.90109,0.71662,0.64912,0.74766,0.40635,0.71131,0.64552,0.73275,0.40335,1.60535,1.27088,1.3414,0.01953,0,0.00133363,0.00133363,0.00133363
103,3657.24,1.55489,1.28878,1.41469,0.01674,0.64104,0.71291,0.67183,0.73898,0.41549,0.70803,0.66763,0.72617,0.39364,1.56123,1.25975,1.33136,0.01988,0,0.00133033,0.00133033,0.00133033
104,3689.78,1.52809,1.35978,1.35594,0.01293,0.69816,0.77427,0.64167,0.76891,0.46254,0.65575,0.74317,0.75101,0.42033,1.42453,1.23294,1.26683,0.01811,0,0.00132703,0.00132703,0.00132703
105,3721.86,1.34642,1.60288,1.40538,0.01387,0.75,0.6937,0.72738,0.76069,0.46291,0.66383,0.72958,0.74555,0.41876,1.42925,1.20333,1.24447,0.01875,0,0.00132373,0.00132373,0.00132373
106,3753.97,1.47927,1.30552,1.36143,0.01151,0.67933,0.73821,0.7056,0.77847,0.46018,0.7591,0.70511,0.77481,0.46042,1.46919,1.14689,1.24268,0.01795,0,0.00132043,0.00132043,0.00132043
107,3786.27,1.35377,1.2187,1.33954,0.0113,0.62799,0.77248,0.71235,0.8043,0.47364,0.75941,0.75111,0.8097,0.47629,1.48211,1.15525,1.23679,0.01844,0,0.00131713,0.00131713,0.00131713
108,3818.97,1.49952,1.4334,1.38713,0.01387,0.76851,0.74363,0.71912,0.78579,0.43508,0.75962,0.72739,0.79133,0.45011,1.45831,1.21207,1.26871,0.01956,0,0.00131383,0.00131383,0.00131383
109,3850.94,1.45927,1.30841,1.39675,0.01177,0.63178,0.69219,0.71587,0.75069,0.42437,0.73204,0.72339,0.76385,0.44021,1.48397,1.24075,1.32449,0.02092,0,0.00131053,0.00131053,0.00131053
110,3883.25,1.44477,1.32989,1.46087,0.01215,1.02076,0.7029,0.74991,0.76602,0.47202,0.70892,0.77602,0.77659,0.47324,1.3813,1.23435,1.20153,0.01895,0,0.00130723,0.00130723,0.00130723
111,3915.44,1.45591,1.48126,1.4019,0.01155,0.61867,0.74408,0.64827,0.74944,0.46928,0.6814,0.71307,0.74923,0.4551,1.35667,1.24296,1.19107,0.01846,0,0.00130393,0.00130393,0.00130393
112,3947.83,1.4314,1.67664,1.33393,0.01132,0.69575,0.66443,0.73556,0.76223,0.45107,0.66744,0.76502,0.75777,0.43487,1.46079,1.18506,1.27523,0.0189,0,0.00130063,0.00130063,0.00130063
113,3980.33,1.42334,1.23926,1.35872,0.01089,0.58708,0.77897,0.71812,0.80468,0.47681,0.76236,0.74998,0.79697,0.45301,1.43291,1.18387,1.19124,0.01814,0,0.00129733,0.00129733,0.00129733
114,4012.8,1.41301,1.3125,1.29032,0.01089,0.65524,0.75303,0.74925,0.82467,0.48858,0.73194,0.74362,0.80359,0.46667,1.36467,1.19979,1.15339,0.01699,0,0.00129403,0.00129403,0.00129403
115,4045.44,1.3994,1.19751,1.24497,0.01153,0.66916,0.70052,0.77898,0.81579,0.48144,0.68004,0.77982,0.79657,0.45582,1.37164,1.18856,1.18902,0.01759,0,0.00129072,0.00129072,0.00129072
116,4078.11,1.34757,1.23455,1.34037,0.01091,0.93809,0.73192,0.7085,0.805,0.46781,0.72842,0.73873,0.79999,0.43937,1.3739,1.16984,1.20798,0.01816,0,0.00128742,0.00128742,0.00128742
117,4110.36,1.3566,1.24796,1.26963,0.01369,0.58833,0.74544,0.73768,0.80908,0.46096,0.73862,0.73936,0.79334,0.43092,1.43142,1.16566,1.16576,0.01811,0,0.00128412,0.00128412,0.00128412
118,4142.6,1.31221,1.38476,1.19769,0.01191,0.71265,0.80685,0.68293,0.81054,0.45287,0.81377,0.68934,0.81043,0.42399,1.4662,1.2505,1.19651,0.01788,0,0.00128082,0.00128082,0.00128082
119,4175.09,1.37506,1.5305,1.22681,0.01116,0.70659,0.75381,0.69882,0.81243,0.44147,0.77699,0.70416,0.80712,0.43504,1.49177,1.22911,1.21021,0.02007,0,0.00127752,0.00127752,0.00127752
120,4207.64,1.50436,1.21629,1.33528,0.01247,0.66059,0.80107,0.64192,0.79394,0.42473,0.83092,0.64331,0.79735,0.43273,1.57299,1.2072,1.26732,0.02162,0,0.00127422,0.00127422,0.00127422
121,4240.11,1.33817,1.44251,1.27283,0.01056,0.83178,0.69978,0.68471,0.75566,0.41197,0.73272,0.70594,0.77873,0.40419,1.50184,1.22534,1.30721,0.02008,0,0.00127092,0.00127092,0.00127092
