epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
117,3813.21,1.07816,0.95706,2.01908,0.01117,0.39951,0.789,0.68073,0.71114,0.38511,0.81761,0.71278,0.74587,0.38027,1.49056,1.49241,3.58557,0.02127,0,0.00102887,0.00102887,0.00102887
118,3840.76,1.1496,1.04311,2.30947,0.01202,0.40863,0.77654,0.6783,0.72726,0.38862,0.8659,0.68514,0.76862,0.40382,1.48322,1.43809,3.51078,0.02172,0,0.00102337,0.00102337,0.00102337
119,3868.47,1.12169,1.06219,2.11391,0.0121,0.43193,0.73138,0.7116,0.73366,0.41814,0.7557,0.73599,0.74579,0.39373,1.43558,1.4853,3.56917,0.01971,0,0.00101787,0.00101787,0.00101787
120,3896.31,1.13606,1.02673,1.9983,0.01243,0.36828,0.74799,0.68073,0.71597,0.39134,0.77739,0.70836,0.73694,0.39721,1.55632,1.49806,4.14466,0.02199,0,0.00101237,0.00101237,0.00101237
121,3924.11,1.16278,1.09321,2.32039,0.01208,0.42102,0.80057,0.70297,0.75106,0.38489,0.80055,0.69903,0.72336,0.37714,1.56069,1.6071,3.84025,0.02265,0,0.00100687,0.00100687,0.00100687
122,3951.73,1.10267,1.06522,2.11774,0.0124,0.36979,0.783,0.65331,0.71858,0.41498,0.82975,0.68514,0.73175,0.39732,1.53295,1.47434,3.33395,0.02318,0,0.00100137,0.00100137,0.00100137
123,3979.41,1.07168,1.09064,2.11788,0.01141,0.44781,0.73666,0.70865,0.69148,0.40876,0.77932,0.75051,0.74638,0.41627,1.47813,1.49867,3.34088,0.02101,0,0.000995866,0.000995866,0.000995866
124,4007.11,1.14981,1.01155,2.11242,0.01241,0.41342,0.76021,0.71954,0.73537,0.39333,0.82697,0.68905,0.74489,0.40205,1.52952,1.56215,3.50877,0.02253,0,0.000990365,0.000990365,0.000990365
125,4034.88,1.18978,0.96776,2.09865,0.01257,0.38344,0.87213,0.65929,0.75643,0.37274,0.90874,0.68402,0.77242,0.37683,1.54854,1.54925,3.95685,0.02079,0,0.000984864,0.000984864,0.000984864
126,4062.55,1.15444,1.07813,2.12289,0.01167,0.37671,0.79279,0.69554,0.73902,0.3931,0.83043,0.69152,0.76479,0.38947,1.46891,1.58529,3.38265,0.02056,0,0.000979362,0.000979362,0.000979362
127,4090.12,1.08447,1.10508,2.09275,0.01081,0.39311,0.79365,0.67057,0.70544,0.39084,0.83444,0.69145,0.73722,0.38207,1.43437,1.66374,3.55082,0.01986,0,0.000973861,0.000973861,0.000973861
128,4117.63,1.05999,1.03074,1.99704,0.01069,0.39312,0.78504,0.71035,0.70423,0.39304,0.82756,0.73379,0.74952,0.39427,1.44314,1.50408,3.13574,0.01905,0,0.00096836,0.00096836,0.00096836
129,4145.16,1.06434,1.04595,2.07462,0.01107,0.4094,0.72782,0.69091,0.68127,0.37907,0.76499,0.70455,0.71323,0.38256,1.42327,1.56288,3.51674,0.01961,0,0.000962859,0.000962859,0.000962859
130,4172.86,1.10716,1.00252,2.05915,0.01162,0.36058,0.77833,0.69455,0.71252,0.39203,0.8137,0.71676,0.73583,0.39793,1.50307,1.51424,3.43023,0.02102,0,0.000957358,0.000957358,0.000957358
131,4200.24,1.05297,0.9412,2.02558,0.01035,0.40818,0.78813,0.70387,0.74953,0.39878,0.80929,0.71256,0.75897,0.40784,1.49837,1.56403,3.41592,0.02205,0,0.000951857,0.000951857,0.000951857
132,4227.91,1.05583,0.91782,1.87034,0.01132,0.41496,0.84351,0.71647,0.77019,0.42465,0.85792,0.73456,0.76392,0.42273,1.46261,1.58253,3.27449,0.02106,0,0.000946356,0.000946356,0.000946356
133,4255.85,1.1294,1.06024,2.07271,0.01162,0.3377,0.7817,0.71366,0.72397,0.39779,0.82285,0.71876,0.74308,0.39629,1.53832,1.62003,3.38617,0.02211,0,0.000940855,0.000940855,0.000940855
134,4283.39,1.02171,1.01229,2.09048,0.0112,0.37931,0.7051,0.70758,0.69994,0.38631,0.83761,0.71014,0.74574,0.38957,1.5727,1.52898,3.61966,0.02219,0,0.000935354,0.000935354,0.000935354
135,4310.99,1.0665,1.00897,2.03166,0.01062,0.42387,0.84,0.70594,0.73797,0.37976,0.87459,0.73158,0.76125,0.38361,1.59419,1.54011,3.82011,0.02319,0,0.000929853,0.000929853,0.000929853
136,4338.64,1.05354,1.03422,1.95558,0.01061,0.37139,0.76264,0.68957,0.69677,0.38346,0.79484,0.71942,0.72492,0.37727,1.6154,1.47667,3.45524,0.02342,0,0.000924352,0.000924352,0.000924352
137,4366.53,1.03005,0.97006,1.96315,0.01085,0.3913,0.81273,0.7186,0.73055,0.40536,0.84908,0.73567,0.7393,0.40311,1.45799,1.47196,3.71049,0.02023,0,0.00091885,0.00091885,0.00091885
138,4394.3,0.99718,0.99115,1.85976,0.01018,0.3809,0.83085,0.7016,0.71671,0.39494,0.84283,0.71035,0.7326,0.38479,1.50287,1.51913,4.01831,0.02198,0,0.000913349,0.000913349,0.000913349
139,4421.73,1.0199,0.95375,1.81214,0.01069,0.36751,0.80672,0.65199,0.71347,0.38728,0.83499,0.67432,0.71254,0.37064,1.53259,1.62037,3.86839,0.02189,0,0.000907848,0.000907848,0.000907848
140,4449.67,1.0347,0.93998,1.86154,0.01016,0.35701,0.80371,0.66293,0.70242,0.39757,0.85423,0.70885,0.74933,0.38764,1.49335,1.60785,3.5107,0.02146,0,0.000902347,0.000902347,0.000902347
141,4477.33,1.09118,1.00346,2.01444,0.01086,0.37243,0.80938,0.66875,0.70405,0.4008,0.86124,0.68818,0.74516,0.38651,1.38414,1.50166,3.87709,0.02036,0,0.000896846,0.000896846,0.000896846
142,4504.91,1.01177,0.94003,1.84514,0.01046,0.36036,0.77182,0.686,0.69426,0.39643,0.81374,0.71213,0.73241,0.38042,1.44121,1.61667,3.46317,0.02052,0,0.000891345,0.000891345,0.000891345
143,4532.65,1.06074,0.9438,1.84306,0.01096,0.35377,0.75862,0.70351,0.7029,0.38565,0.7839,0.72823,0.76202,0.38932,1.55626,1.56082,3.6616,0.02179,0,0.000885844,0.000885844,0.000885844
144,4560.57,1.127,1.01993,2.03684,0.01123,0.38601,0.79632,0.69594,0.74452,0.38962,0.8114,0.70898,0.74897,0.38024,1.67885,1.48529,3.43967,0.02381,0,0.000880343,0.000880343,0.000880343
145,4588.48,1.05194,1.03248,1.93954,0.01065,0.36128,0.75758,0.74197,0.75085,0.40661,0.85844,0.67852,0.74396,0.37869,1.45985,1.51016,3.74436,0.01987,0,0.000874842,0.000874842,0.000874842
146,4616.25,1.01498,0.99409,1.77803,0.01007,0.38419,0.80537,0.72962,0.74056,0.41546,0.82332,0.7258,0.74108,0.38678,1.48126,1.62158,3.81601,0.02101,0,0.00086934,0.00086934,0.00086934
147,4644.19,0.99696,0.98218,1.80838,0.00993,0.37603,0.76601,0.71055,0.73263,0.41136,0.85624,0.66812,0.72881,0.38975,1.45427,1.60782,3.97186,0.02069,0,0.000863839,0.000863839,0.000863839
148,4671.68,1.05707,1.02516,1.97562,0.01023,0.387,0.80943,0.697,0.70642,0.39731,0.81689,0.70202,0.72273,0.36671,1.48563,1.595,3.73899,0.02065,0,0.000858338,0.000858338,0.000858338
149,4699.25,1.02383,0.90585,1.82902,0.01014,0.34246,0.74968,0.68735,0.71336,0.42315,0.77613,0.71234,0.73255,0.39877,1.4788,1.59271,3.7834,0.02019,0,0.000852837,0.000852837,0.000852837
150,4727.07,0.99441,0.99113,1.8839,0.01017,0.38069,0.77979,0.73115,0.73959,0.44891,0.78845,0.73377,0.75672,0.42195,1.42667,1.42003,3.5651,0.02028,0,0.000847336,0.000847336,0.000847336
151,4754.88,0.97793,0.95455,1.60158,0.00973,0.35082,0.75844,0.69785,0.71408,0.4108,0.77469,0.70585,0.7292,0.38528,1.50603,1.53819,3.3753,0.02145,0,0.000841835,0.000841835,0.000841835
152,4782.54,1.01705,0.90916,1.94864,0.00932,0.34767,0.76641,0.7013,0.71807,0.41007,0.84057,0.68149,0.74005,0.40689,1.45029,1.50655,3.52974,0.02051,0,0.000836334,0.000836334,0.000836334
153,4810.57,1.00784,1.00415,1.86567,0.01089,0.39687,0.79009,0.69417,0.71001,0.40731,0.82605,0.71273,0.749,0.40142,1.40615,1.61611,3.67575,0.02053,0,0.000830833,0.000830833,0.000830833
154,4838.08,0.9715,0.93812,1.74784,0.00925,0.35531,0.84277,0.69832,0.74242,0.4277,0.8772,0.71859,0.76996,0.42052,1.40292,1.596,3.50001,0.02074,0,0.000825332,0.000825332,0.000825332
155,4865.61,0.94802,0.90811,1.73825,0.00965,0.34778,0.75895,0.68891,0.70126,0.41529,0.85982,0.70589,0.7566,0.39854,1.37709,1.64165,3.40696,0.01946,0,0.000819831,0.000819831,0.000819831
156,4893.03,0.99498,0.93993,1.84301,0.01012,0.37554,0.82282,0.6741,0.72953,0.42353,0.77865,0.75059,0.76201,0.41678,1.43498,1.58857,3.32662,0.02086,0,0.000814329,0.000814329,0.000814329
157,4920.39,1.01256,0.95561,1.78815,0.00973,0.39706,0.7865,0.65907,0.68626,0.3862,0.83263,0.69953,0.73665,0.39183,1.5382,1.64163,3.63605,0.02219,0,0.000808828,0.000808828,0.000808828
158,4947.74,0.99734,0.89156,1.77894,0.00932,0.337,0.83313,0.64448,0.68745,0.38776,0.86351,0.6741,0.72742,0.38218,1.54846,1.59777,3.53478,0.02261,0,0.000803327,0.000803327,0.000803327
159,4975.05,0.99646,1.03821,1.71607,0.01009,0.34054,0.82496,0.64226,0.69574,0.39144,0.85995,0.6615,0.72685,0.40115,1.53633,1.59036,3.60569,0.02213,0,0.000797826,0.000797826,0.000797826
160,5002.78,1.05928,1.04619,1.95173,0.01041,0.3684,0.7561,0.70435,0.71511,0.39493,0.77545,0.7323,0.73579,0.38683,1.48899,1.5725,3.6015,0.02005,0,0.000792325,0.000792325,0.000792325
161,5030.22,0.97039,0.96117,1.65967,0.00989,0.3421,0.83817,0.69189,0.72323,0.39657,0.77995,0.72894,0.72778,0.38277,1.48701,1.66222,3.72285,0.0205,0,0.000786824,0.000786824,0.000786824
162,5057.98,0.99645,1.01124,1.82189,0.00951,0.36609,0.74754,0.69732,0.70496,0.41309,0.81851,0.68913,0.72732,0.39385,1.47804,1.55108,3.48593,0.02076,0,0.000781323,0.000781323,0.000781323
163,5085.68,0.92078,0.93189,1.71378,0.00945,0.34938,0.8216,0.70572,0.73979,0.41898,0.82694,0.71235,0.72414,0.41021,1.46126,1.61133,3.51591,0.0208,0,0.000775822,0.000775822,0.000775822
164,5113.46,0.97733,0.87425,1.71873,0.01033,0.39256,0.79957,0.71655,0.75598,0.41414,0.80253,0.72077,0.73868,0.39051,1.47876,1.62477,3.27947,0.02049,0,0.000770321,0.000770321,0.000770321
165,5141.46,1.01475,0.93154,1.82281,0.01019,0.35394,0.78074,0.71128,0.7384,0.42084,0.791,0.73606,0.74295,0.41661,1.39172,1.61517,3.93321,0.01867,0,0.00076482,0.00076482,0.00076482
166,5169.01,0.95232,0.87803,1.66111,0.00974,0.36367,0.81122,0.66441,0.73161,0.43128,0.84112,0.69788,0.75388,0.41916,1.43943,1.62822,3.82934,0.01992,0,0.000759318,0.000759318,0.000759318
167,5196.6,0.95903,0.97006,1.58183,0.01016,0.34712,0.83403,0.68692,0.72554,0.42753,0.8886,0.69208,0.75204,0.4015,1.38204,1.69936,3.96585,0.01983,0,0.000753817,0.000753817,0.000753817
168,5224.13,0.95753,0.9374,1.80565,0.00973,0.41977,0.83801,0.6615,0.72193,0.40655,0.86707,0.68493,0.74469,0.39226,1.45806,1.73377,3.62403,0.01972,0,0.000748316,0.000748316,0.000748316
169,5251.98,0.93676,0.92916,1.77112,0.01006,0.38294,0.82624,0.69514,0.72953,0.41908,0.88249,0.70195,0.75365,0.41901,1.38774,1.68447,3.81529,0.01947,0,0.000742815,0.000742815,0.000742815
170,5279.79,0.95014,1.06585,1.75134,0.0095,0.35041,0.75068,0.75259,0.74019,0.4368,0.76476,0.76341,0.75971,0.41862,1.33186,1.51962,3.70042,0.018,0,0.000737314,0.000737314,0.000737314
171,5307.48,0.93118,0.93548,1.62675,0.00951,0.34123,0.81734,0.69312,0.74449,0.43189,0.82797,0.70394,0.74604,0.3981,1.3423,1.48708,3.30481,0.01853,0,0.000731813,0.000731813,0.000731813
172,5335.28,0.96285,0.93925,1.70421,0.01008,0.34675,0.8207,0.71414,0.75043,0.4424,0.83661,0.71035,0.76674,0.41156,1.31054,1.53078,3.54615,0.01804,0,0.000726312,0.000726312,0.000726312
173,5363.01,0.93175,0.93816,1.72336,0.0097,0.33881,0.84534,0.69554,0.74401,0.40658,0.8464,0.69775,0.74314,0.39299,1.42082,1.61263,3.32743,0.02024,0,0.000720811,0.000720811,0.000720811
174,5390.69,0.92904,0.90822,1.60888,0.00969,0.32331,0.82851,0.69553,0.74205,0.42375,0.85298,0.68891,0.74319,0.39459,1.43167,1.66672,3.34918,0.02,0,0.00071531,0.00071531,0.00071531
175,5418.5,0.92379,1.01562,1.60444,0.00945,0.32679,0.81796,0.67852,0.73826,0.41707,0.92575,0.66269,0.7486,0.41117,1.42716,1.6213,3.49996,0.02054,0,0.000709809,0.000709809,0.000709809
176,5446.88,0.96954,0.9347,1.67118,0.00921,0.3407,0.81556,0.70594,0.73036,0.4197,0.8089,0.73567,0.74648,0.40146,1.45089,1.57031,3.48043,0.02031,0,0.000704307,0.000704307,0.000704307
177,5474.65,0.9185,0.89358,1.61037,0.00932,0.34549,0.81152,0.72129,0.72227,0.42095,0.87281,0.71129,0.75646,0.40339,1.37476,1.51541,3.37834,0.01969,0,0.000698806,0.000698806,0.000698806
178,5505.75,0.91368,0.91303,1.57237,0.00924,0.33719,0.81201,0.71854,0.73153,0.41152,0.81504,0.72296,0.75343,0.39114,1.42444,1.58415,3.28277,0.02024,0,0.000693305,0.000693305,0.000693305
179,5533.49,0.90168,0.84349,1.54808,0.00911,0.33252,0.83898,0.72803,0.76551,0.42786,0.83742,0.7235,0.75719,0.40812,1.4146,1.54407,3.41655,0.01971,0,0.000687804,0.000687804,0.000687804
180,5561.36,0.9425,0.94951,1.70709,0.00929,0.32062,0.86123,0.71412,0.76659,0.43838,0.87506,0.71213,0.76319,0.41686,1.3524,1.66447,3.76608,0.01862,0,0.000682303,0.000682303,0.000682303
181,5588.93,0.93518,0.88254,1.73374,0.00885,0.32404,0.85777,0.68471,0.72891,0.40933,0.88029,0.70394,0.7423,0.39483,1.35152,1.63364,3.43532,0.01772,0,0.000676802,0.000676802,0.000676802
182,5616.54,0.90555,0.94268,1.59298,0.00883,0.29195,0.87358,0.67852,0.73781,0.42815,0.89566,0.69775,0.75898,0.41183,1.38469,1.59173,3.18196,0.01954,0,0.000671301,0.000671301,0.000671301
183,5644.52,0.89473,0.8115,1.54328,0.00897,0.3064,0.81609,0.72372,0.73985,0.42755,0.83181,0.73374,0.75048,0.39271,1.40607,1.58508,3.20167,0.02007,0,0.0006658,0.0006658,0.0006658
184,5672.28,0.91317,0.87485,1.61357,0.00919,0.33523,0.78067,0.72694,0.73237,0.42861,0.79754,0.74418,0.75763,0.42051,1.37459,1.61486,3.28443,0.01947,0,0.000660299,0.000660299,0.000660299
185,5699.91,0.8384,0.82642,1.49418,0.0081,0.33343,0.83499,0.73066,0.76338,0.43894,0.85384,0.74842,0.75699,0.41449,1.42661,1.63837,3.423,0.02017,0,0.000654798,0.000654798,0.000654798
186,5728.08,0.88633,0.90429,1.5535,0.00879,0.35192,0.78427,0.7213,0.74374,0.43448,0.86377,0.71475,0.76613,0.42472,1.37962,1.56158,3.35749,0.01981,0,0.000649297,0.000649297,0.000649297
187,5759.78,0.84494,0.85511,1.48123,0.00898,0.3224,0.86819,0.67631,0.74973,0.43285,0.85489,0.71783,0.75044,0.41043,1.38878,1.53954,3.2537,0.02004,0,0.000643795,0.000643795,0.000643795
188,5787.58,0.90437,0.84984,1.72931,0.00868,0.32884,0.80387,0.71091,0.75023,0.42911,0.85617,0.69814,0.74861,0.42351,1.42694,1.64377,3.38752,0.02104,0,0.000638294,0.000638294,0.000638294
189,5818.53,0.83869,0.8997,1.59867,0.00818,0.31361,0.8284,0.70793,0.73866,0.42917,0.8362,0.71235,0.73316,0.39796,1.41308,1.72545,3.17339,0.02032,0,0.000632793,0.000632793,0.000632793
190,5850.75,0.84968,0.86423,1.5098,0.00824,0.31797,0.81845,0.74176,0.75853,0.4568,0.80546,0.74197,0.74673,0.41501,1.36251,1.68502,3.17375,0.01904,0,0.000627292,0.000627292,0.000627292
191,5880.68,0.85701,0.84015,1.51107,0.00834,0.34853,0.83123,0.71383,0.75425,0.45452,0.83739,0.72266,0.74668,0.402,1.33392,1.643,3.44153,0.01882,0,0.000621791,0.000621791,0.000621791
192,5909.73,0.87386,0.81176,1.55324,0.00872,0.32043,0.77925,0.73721,0.73673,0.43754,0.82973,0.72381,0.74589,0.39504,1.39778,1.66211,3.39644,0.0212,0,0.00061629,0.00061629,0.00061629
193,5939.58,0.84676,0.83727,1.49503,0.00791,0.28936,0.77587,0.72936,0.73442,0.44007,0.79491,0.74268,0.75367,0.401,1.39054,1.68718,3.30157,0.02056,0,0.000610789,0.000610789,0.000610789
194,5993.48,0.80507,0.80366,1.41852,0.00811,0.31964,0.80631,0.70548,0.72778,0.43716,0.81963,0.7204,0.73992,0.40288,1.36125,1.60542,3.31842,0.01973,0,0.000605288,0.000605288,0.000605288
195,6034.88,0.83589,0.84907,1.40365,0.0082,0.29658,0.84154,0.67688,0.73756,0.42669,0.86468,0.69157,0.74536,0.40268,1.36971,1.72223,3.44905,0.01997,0,0.000599787,0.000599787,0.000599787
196,6079.21,0.83889,0.86147,1.50323,0.00831,0.33214,0.80716,0.69091,0.75699,0.43052,0.81946,0.69793,0.74984,0.40525,1.37954,1.64705,3.30094,0.0198,0,0.000594286,0.000594286,0.000594286
197,6110.43,0.84094,0.86502,1.5016,0.00784,0.32422,0.80202,0.72495,0.77097,0.44694,0.80348,0.72158,0.74947,0.41229,1.37017,1.70005,3.42411,0.01966,0,0.000588784,0.000588784,0.000588784
198,6141.89,0.89952,0.91382,1.56748,0.00843,0.30502,0.80277,0.68855,0.73452,0.41166,0.84316,0.67945,0.73823,0.39895,1.42509,1.67394,3.4376,0.02034,0,0.000583283,0.000583283,0.000583283
199,6170.62,0.89276,0.92435,1.52153,0.00806,0.30885,0.79659,0.69834,0.75285,0.42477,0.80989,0.71198,0.75257,0.41099,1.38607,1.76468,3.24368,0.01934,0,0.000577782,0.000577782,0.000577782
200,6198.12,0.88475,0.88791,1.58288,0.00828,0.28189,0.80873,0.66407,0.72466,0.42441,0.83306,0.68772,0.73486,0.39299,1.37491,1.70987,3.47495,0.01956,0,0.000572281,0.000572281,0.000572281
201,6225.5,0.8452,0.98801,1.60907,0.0078,0.33618,0.85619,0.65112,0.74321,0.4255,0.84903,0.68913,0.75468,0.40485,1.38922,1.65905,3.38831,0.01948,0,0.00056678,0.00056678,0.00056678
202,6256.26,0.8206,0.84319,1.33331,0.00774,0.32522,0.79204,0.71035,0.7509,0.41334,0.79783,0.72942,0.75743,0.38389,1.39505,1.63352,3.43176,0.01976,0,0.000561279,0.000561279,0.000561279
203,6285.64,0.86845,0.86898,1.42385,0.0085,0.31662,0.78293,0.75782,0.76398,0.44459,0.79398,0.76865,0.76328,0.40998,1.32455,1.70007,3.39499,0.01792,0,0.000555778,0.000555778,0.000555778
204,6313.48,0.84306,0.80577,1.48922,0.00795,0.32761,0.80163,0.72766,0.74769,0.41779,0.81127,0.73749,0.75494,0.39178,1.34579,1.63185,3.20572,0.01884,0,0.000550277,0.000550277,0.000550277
205,6344.07,0.86245,0.82038,1.53559,0.00777,0.3204,0.83431,0.71853,0.74482,0.42936,0.82776,0.72802,0.73867,0.39938,1.41186,1.74407,3.23331,0.02068,0,0.000544776,0.000544776,0.000544776
206,6416.44,0.82174,0.78197,1.30916,0.00797,0.30263,0.76402,0.74817,0.72367,0.44628,0.77689,0.759,0.75488,0.4179,1.36774,1.69592,3.54617,0.02034,0,0.000539275,0.000539275,0.000539275
207,6444.05,0.8112,0.85401,1.42778,0.0084,0.28149,0.78113,0.78641,0.77096,0.46459,0.8456,0.72868,0.77326,0.42967,1.36686,1.77987,3.40983,0.02045,0,0.000533773,0.000533773,0.000533773
208,6502.54,0.79355,0.8775,1.34428,0.00752,0.27263,0.79442,0.76099,0.76689,0.43926,0.80454,0.75361,0.76193,0.40288,1.40955,1.80154,3.30458,0.02037,0,0.000528272,0.000528272,0.000528272
209,6531.44,0.85499,0.86111,1.44701,0.00844,0.3263,0.77793,0.73998,0.73337,0.42931,0.80918,0.76088,0.77273,0.40604,1.36446,1.68134,3.44821,0.02044,0,0.000522771,0.000522771,0.000522771
210,6559.53,0.85786,0.86984,1.55941,0.00837,0.2996,0.8289,0.68625,0.74077,0.42582,0.85871,0.70863,0.77118,0.41273,1.34604,1.77731,3.43152,0.01885,0,0.00051727,0.00051727,0.00051727
211,6587.33,0.77633,0.85428,1.445,0.00769,0.31011,0.81302,0.70536,0.7426,0.44228,0.84249,0.71754,0.76973,0.41372,1.32377,1.6966,3.48519,0.01962,0,0.000511769,0.000511769,0.000511769
212,6617.09,0.76911,0.85062,1.32652,0.00737,0.29682,0.79481,0.67388,0.70695,0.42996,0.83124,0.70594,0.74749,0.40592,1.31148,1.61411,3.55467,0.01955,0,0.000506268,0.000506268,0.000506268
213,6680.7,0.80804,0.86961,1.5254,0.00791,0.32679,0.8056,0.67809,0.71426,0.43494,0.84935,0.69112,0.74401,0.41486,1.39071,1.65072,3.41673,0.02021,0,0.000500767,0.000500767,0.000500767
214,6708.59,0.78944,0.87257,1.55664,0.00772,0.32653,0.80904,0.71372,0.73977,0.43779,0.82897,0.73295,0.75943,0.4175,1.37405,1.65798,3.29818,0.01945,0,0.000495266,0.000495266,0.000495266
215,6736.45,0.81974,0.87298,1.55406,0.00708,0.32189,0.83879,0.72414,0.74926,0.43476,0.84405,0.7344,0.75509,0.41855,1.35256,1.71292,3.24732,0.01855,0,0.000489765,0.000489765,0.000489765
216,6764.08,0.79532,0.81466,1.40359,0.00761,0.29737,0.81185,0.756,0.75444,0.42888,0.83317,0.75178,0.76926,0.41749,1.37489,1.73514,3.35187,0.01906,0,0.000484263,0.000484263,0.000484263
217,6794.93,0.83501,0.83874,1.5625,0.00865,0.28374,0.78651,0.73195,0.74375,0.42437,0.83032,0.7632,0.77823,0.40358,1.37426,1.62593,3.22747,0.01955,0,0.000478762,0.000478762,0.000478762
218,6822.41,0.75585,0.77166,1.27429,0.00758,0.26006,0.80584,0.73101,0.7342,0.43025,0.87659,0.73022,0.77584,0.40699,1.35671,1.68727,3.4355,0.0199,0,0.000473261,0.000473261,0.000473261
219,6849.72,0.79139,0.79193,1.4001,0.00851,0.28582,0.80441,0.71854,0.72262,0.43201,0.83473,0.7511,0.77236,0.40947,1.37234,1.71592,3.55477,0.01943,0,0.00046776,0.00046776,0.00046776
220,6877.44,0.76531,0.84253,1.37986,0.00752,0.28077,0.81135,0.72075,0.72059,0.43447,0.82917,0.7491,0.76102,0.40964,1.33547,1.69845,3.51783,0.01812,0,0.000462259,0.000462259,0.000462259
221,6908.09,0.74302,0.76953,1.32286,0.00755,0.31984,0.82473,0.71632,0.75617,0.43975,0.80608,0.73608,0.75467,0.41147,1.30244,1.71707,3.30651,0.01764,0,0.000456758,0.000456758,0.000456758
222,6937.43,0.75661,0.80936,1.39636,0.00798,0.28602,0.79766,0.72823,0.76082,0.44068,0.81137,0.74077,0.77297,0.41345,1.3275,1.71849,3.41087,0.01826,0,0.000451257,0.000451257,0.000451257
223,6965.18,0.79282,0.82072,1.50073,0.00759,0.3195,0.83015,0.72014,0.74673,0.43168,0.8507,0.73931,0.75747,0.4103,1.39017,1.66286,3.25088,0.01949,0,0.000445756,0.000445756,0.000445756
224,6992.66,0.76317,0.81553,1.33264,0.0074,0.26217,0.85113,0.73054,0.75357,0.45065,0.85999,0.73916,0.76092,0.41065,1.35208,1.70003,3.22114,0.01852,0,0.000440255,0.000440255,0.000440255
225,7020.43,0.7175,0.76914,1.30414,0.00762,0.27861,0.76738,0.75215,0.75494,0.45003,0.85458,0.70749,0.76481,0.41689,1.30028,1.64374,3.29876,0.01811,0,0.000434754,0.000434754,0.000434754
226,7048.07,0.7774,0.75323,1.37499,0.00777,0.27595,0.84858,0.66873,0.72641,0.43689,0.88619,0.68968,0.764,0.40429,1.30425,1.65346,3.15891,0.01766,0,0.000429253,0.000429253,0.000429253
227,7075.6,0.75813,0.79938,1.38585,0.00708,0.27792,0.8143,0.70351,0.73584,0.43949,0.84385,0.72495,0.75568,0.408,1.34453,1.66758,3.17566,0.0193,0,0.000423751,0.000423751,0.000423751
228,7103.31,0.76629,0.81193,1.45497,0.0079,0.30393,0.81197,0.71224,0.7506,0.44197,0.84477,0.7196,0.75664,0.41451,1.35743,1.7417,3.08703,0.0196,0,0.00041825,0.00041825,0.00041825
229,7131.17,0.7532,0.77201,1.37687,0.0073,0.28862,0.81697,0.71412,0.72088,0.43663,0.85141,0.70884,0.75355,0.42099,1.37672,1.67256,3.23447,0.02048,0,0.000412749,0.000412749,0.000412749
230,7158.7,0.75165,0.75781,1.42842,0.00748,0.3057,0.83862,0.71577,0.76496,0.44316,0.83399,0.70695,0.74767,0.42274,1.37044,1.66927,3.23476,0.02036,0,0.000407248,0.000407248,0.000407248
231,7186.58,0.78083,0.86169,1.36106,0.00741,0.29541,0.84102,0.71097,0.74467,0.45062,0.85363,0.71045,0.75626,0.41211,1.36336,1.70395,3.22729,0.0194,0,0.000401747,0.000401747,0.000401747
232,7214.24,0.77425,0.81933,1.39342,0.00777,0.29607,0.81763,0.73758,0.75254,0.44878,0.83837,0.75432,0.76963,0.4196,1.33625,1.75039,3.28131,0.01832,0,0.000396246,0.000396246,0.000396246
233,7242.01,0.73836,0.78072,1.37675,0.00735,0.26708,0.85419,0.72408,0.76182,0.45353,0.88951,0.72265,0.77103,0.4152,1.34553,1.76733,3.29442,0.01941,0,0.000390745,0.000390745,0.000390745
234,7269.71,0.74798,0.80171,1.46253,0.00736,0.27035,0.87401,0.73136,0.76273,0.45072,0.88853,0.74696,0.77289,0.41679,1.35665,1.74712,3.39412,0.01964,0,0.000385244,0.000385244,0.000385244
235,7297.44,0.77821,0.79026,1.34402,0.00703,0.31866,0.84889,0.70758,0.7641,0.46206,0.86928,0.72681,0.77231,0.42282,1.32559,1.67783,3.25547,0.01934,0,0.000379743,0.000379743,0.000379743
236,7325.07,0.73905,0.75899,1.28333,0.00709,0.28094,0.84885,0.73238,0.75989,0.44604,0.85687,0.741,0.76505,0.41532,1.35392,1.71939,3.27571,0.01952,0,0.000374242,0.000374242,0.000374242
237,7352.77,0.76348,0.80041,1.36733,0.00721,0.29742,0.85804,0.73862,0.75957,0.44492,0.86469,0.74418,0.75991,0.4149,1.28879,1.72701,3.27522,0.01749,0,0.00036874,0.00036874,0.00036874
238,7380.4,0.73348,0.77063,1.32149,0.00713,0.28731,0.86077,0.71854,0.75873,0.44129,0.88548,0.71979,0.76287,0.41551,1.28874,1.76983,3.41106,0.01739,0,0.000363239,0.000363239,0.000363239
239,7408.03,0.72033,0.75289,1.37713,0.00711,0.2858,0.83176,0.75754,0.7651,0.44857,0.88443,0.74901,0.76853,0.41712,1.2781,1.77256,3.45785,0.01751,0,0.000357738,0.000357738,0.000357738
